date,Hifi Finance crypto,Unibot crypto,Akropolis crypto,Nest Protocol crypto,Groestlcoin crypto,isPartial,BlockBank crypto,Symbol crypto,Dusk Network crypto,Metal crypto,Merit Circle crypto,isPartial,NvirWorld crypto,Automata Network crypto,Wing Finance crypto,Helium crypto,SafePal crypto,isPartial,Cronos crypto,TrueFi crypto,Swop.fi crypto,Voyager Token crypto,Render Token crypto,isPartial,IoTeX crypto,Midnight crypto,Numeraire crypto,SPACE ID crypto,Ambrosus crypto,isPartial,My Neighbor Alice crypto,Gods Unchained crypto,Kadena crypto,Bella Protocol crypto,Bluzelle crypto,isPartial,Polkastarter crypto,Solana crypto,Santos FC Fan Token crypto,aelf crypto,Prosper crypto,isPartial,Pendle crypto,FIO Protocol crypto,BarnBridge crypto,1inch Token crypto,Arkham crypto,isPartial,Unifi Protocol DAO crypto,Audius crypto,JOE crypto,Atletico Madrid Fan Token crypto,Gitcoin crypto,isPartial,Open Campus crypto,Verge crypto,Reef Finance crypto,Ren crypto,SOLVE crypto,isPartial
2023-03-21,0,0,0,0,0,False,0,33,0,34,26,False,0,0,0,44,46,False,41,0,0,0,0,False,14,0,0,25,0,False,0,0,0,0,0,False,0,27,0,5,0,False,0,0,0,0,0,False,0,0,54,0,35,False,0,0,0,0,0,False
2023-03-22,0,35,0,0,0,False,0,29,0,0,0,False,0,0,0,46,0,False,23,0,0,0,0,False,0,0,0,100,0,False,43,0,18,0,48,False,0,18,0,0,3,False,0,0,0,0,0,False,0,0,10,0,0,False,0,0,0,34,0,False
2023-03-23,15,0,0,0,0,False,0,28,0,19,0,False,0,0,0,0,26,False,0,0,0,0,0,False,0,0,0,84,14,False,23,0,0,0,28,False,3,24,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,24,0,False
2023-03-24,0,0,0,0,0,False,0,19,0,0,0,False,0,0,0,39,33,False,0,0,0,25,0,False,0,0,0,12,0,False,0,0,0,0,37,False,0,14,0,0,0,False,0,0,0,0,0,False,0,0,23,0,14,False,0,0,15,18,0,False
2023-03-25,0,0,0,0,0,False,0,0,17,0,0,False,0,0,0,20,0,False,0,23,0,0,28,False,0,10,0,0,0,False,0,0,13,0,0,False,0,11,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-03-26,0,0,18,0,0,False,0,22,13,21,0,False,0,0,0,36,0,False,0,0,0,0,0,False,41,0,0,0,24,False,0,0,28,0,0,False,4,18,0,0,0,False,0,0,0,0,0,False,0,36,0,0,0,False,0,12,0,0,0,False
2023-03-27,0,0,0,0,0,False,0,37,0,41,0,False,0,0,0,38,0,False,27,0,0,0,28,False,0,0,13,0,0,False,11,0,11,0,14,False,0,30,0,0,0,False,0,0,5,7,0,False,0,0,81,0,0,False,0,0,0,0,13,False
2023-03-28,0,0,0,40,0,False,0,0,0,0,0,False,0,0,0,37,0,False,0,28,0,21,0,False,0,0,0,12,0,False,0,0,13,0,0,False,0,20,0,3,0,False,0,10,0,0,0,False,33,21,11,0,0,False,0,0,0,39,0,False
2023-03-29,0,0,0,0,0,False,0,30,0,0,15,False,0,0,0,25,0,False,77,0,0,0,26,False,17,0,0,17,0,False,0,0,23,0,0,False,7,20,0,0,0,False,0,0,0,0,0,False,0,17,44,0,0,False,0,0,0,9,0,False
2023-03-30,0,0,0,0,0,False,0,15,0,0,31,False,0,0,0,30,0,False,0,0,0,0,0,False,0,10,0,0,14,False,0,0,0,0,0,False,0,15,0,0,0,False,0,0,5,0,4,False,0,11,26,0,0,False,0,0,0,28,0,False
2023-03-31,0,0,0,0,0,False,0,22,16,30,0,False,0,0,0,37,24,False,22,0,0,0,26,False,30,0,0,20,0,False,0,0,0,0,34,False,4,25,0,0,0,False,0,0,0,0,0,False,10,0,43,0,21,False,0,0,0,16,17,False
2023-04-01,18,0,0,0,0,False,0,0,0,0,15,False,0,22,0,0,0,False,0,29,0,0,69,False,0,0,0,0,0,False,20,34,0,0,0,False,0,24,0,0,3,False,5,0,4,0,0,False,0,0,24,0,10,False,0,0,20,17,0,False
2023-04-02,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,38,0,False,18,0,0,0,0,False,0,0,0,0,0,False,0,0,0,16,16,False,4,19,0,0,0,False,0,0,0,0,6,False,0,0,0,0,11,False,0,0,0,0,14,False
2023-04-03,0,0,0,0,0,False,0,0,14,0,0,False,0,25,0,24,0,False,55,24,0,0,0,False,0,0,0,0,0,False,0,0,0,0,10,False,0,16,0,4,0,False,0,4,0,9,8,False,0,0,10,0,0,False,0,0,0,0,0,False
2023-04-04,15,0,0,0,19,False,0,12,0,0,0,False,0,0,0,42,0,False,32,0,0,0,0,False,0,0,0,0,0,False,17,0,0,0,0,False,0,18,0,7,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,14,12,False
2023-04-05,0,0,0,0,19,False,0,16,24,27,0,False,0,0,0,88,0,False,0,0,0,0,0,False,22,0,0,13,0,False,0,0,0,0,0,False,0,19,0,0,0,False,7,0,0,0,0,False,18,19,10,0,15,False,0,0,0,0,18,False
2023-04-06,0,0,32,0,0,False,0,0,0,0,0,False,0,0,15,0,20,False,19,35,0,94,0,False,0,0,0,17,0,False,0,0,0,0,39,False,3,8,0,0,0,False,4,0,0,12,0,False,0,0,0,0,0,False,0,12,0,0,0,False
2023-04-07,0,28,0,0,0,False,0,0,0,39,41,False,0,0,0,41,87,False,0,0,0,0,0,False,0,0,0,22,0,False,0,100,13,12,0,False,7,22,0,6,0,False,0,0,0,0,0,False,0,20,0,0,0,False,0,0,0,15,27,False
2023-04-08,0,17,0,0,0,False,0,0,0,31,0,False,0,0,0,24,0,False,0,0,0,0,0,False,17,0,0,0,21,False,0,0,38,0,32,False,0,19,0,0,0,False,4,0,0,0,0,False,0,16,36,0,0,False,0,0,0,20,0,False
2023-04-09,0,0,0,22,0,False,0,0,0,0,0,False,0,0,0,0,24,False,21,25,0,0,0,False,0,13,0,0,0,False,0,0,0,0,0,False,0,23,0,7,10,False,0,0,0,0,5,False,11,0,42,0,14,False,53,0,0,35,11,False
2023-04-10,0,0,0,0,0,False,0,23,0,21,0,False,0,0,0,32,0,False,0,43,0,0,98,False,12,0,23,0,0,False,0,0,38,0,31,False,0,23,0,0,0,False,0,7,0,0,0,False,0,0,0,0,11,False,0,0,0,17,35,False
2023-04-11,0,0,0,0,0,False,0,0,29,14,0,False,0,0,13,28,33,False,28,36,0,0,26,False,0,0,0,0,0,False,0,35,20,12,0,False,2,42,0,0,0,False,11,0,0,4,0,False,0,0,14,0,19,False,0,15,29,33,25,False
2023-04-12,0,0,31,0,0,False,0,14,0,38,0,False,0,0,43,14,41,False,31,46,0,0,0,False,0,0,0,0,9,False,11,26,0,0,0,False,0,24,0,0,0,False,0,4,0,0,15,False,0,0,19,0,0,False,14,16,0,33,0,False
2023-04-13,0,0,13,0,0,False,0,0,0,0,0,False,0,0,0,27,0,False,0,0,0,0,43,False,0,0,24,0,0,False,0,0,0,0,0,False,0,29,0,0,8,False,0,0,0,7,0,False,0,0,40,0,12,False,32,0,0,14,16,False
2023-04-14,15,0,0,0,23,False,0,21,0,0,0,False,0,0,0,32,0,False,55,0,0,21,25,False,0,10,9,60,0,False,0,0,0,0,0,False,0,31,0,0,0,False,0,0,0,16,0,False,0,0,44,0,0,False,0,0,35,14,0,False
2023-04-15,0,17,44,22,0,False,0,23,0,56,0,False,0,25,0,0,27,False,34,0,0,22,23,False,0,0,0,63,0,False,11,15,0,0,0,False,0,14,0,6,3,False,0,0,0,0,0,False,0,0,0,0,11,False,0,0,14,0,0,False
2023-04-16,0,0,33,0,0,False,17,0,0,0,0,False,0,0,0,65,0,False,82,0,0,0,52,False,12,0,12,45,11,False,0,16,0,0,0,False,3,23,0,0,0,False,0,0,0,0,0,False,0,0,24,0,38,False,0,0,28,29,0,False
2023-04-17,0,0,18,0,0,False,21,16,0,0,12,False,0,0,0,20,39,False,57,0,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False,0,31,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,23,11,False
2023-04-18,14,0,0,18,0,False,0,13,12,0,0,False,0,0,39,65,0,False,41,0,0,19,22,False,0,27,20,23,0,False,0,0,0,0,0,False,0,22,0,3,0,False,0,0,15,0,0,False,0,0,29,0,0,False,0,11,0,57,0,False
2023-04-19,0,0,15,0,0,False,0,13,0,0,0,False,0,0,0,80,0,False,68,0,0,31,23,False,0,0,0,20,0,False,0,0,0,0,0,False,0,29,0,0,0,False,0,0,0,0,0,False,0,14,9,0,0,False,0,0,0,28,13,False
2023-04-20,0,22,0,55,0,False,0,24,0,33,0,False,0,0,38,48,0,False,87,0,0,0,0,False,48,0,0,16,12,False,0,19,0,0,0,False,0,21,0,0,5,False,4,0,0,0,0,False,0,0,17,0,0,False,0,0,17,0,11,False
2023-04-21,0,0,0,0,0,False,59,0,0,0,0,False,0,0,16,32,0,False,32,0,0,37,49,False,0,0,0,0,0,False,38,0,0,0,0,False,3,32,0,0,0,False,0,0,0,0,0,False,0,0,24,0,0,False,36,12,0,26,0,False
2023-04-22,22,0,0,0,0,False,15,0,0,61,0,False,0,0,0,34,0,False,0,0,0,0,0,False,21,0,0,0,27,False,0,0,17,0,0,False,0,14,0,6,0,False,0,0,0,0,0,False,0,0,11,0,0,False,15,0,37,0,0,False
2023-04-23,0,0,0,0,0,False,0,49,23,0,0,False,0,0,0,50,26,False,59,0,0,26,0,False,11,15,0,0,0,False,0,20,0,24,0,False,0,21,0,0,0,False,0,0,0,0,0,False,0,21,0,0,0,False,41,0,19,0,0,False
2023-04-24,0,23,0,0,38,False,0,23,0,0,0,False,0,0,0,0,0,False,69,0,0,0,0,False,0,0,0,18,0,False,14,0,0,0,0,False,0,22,0,0,0,False,0,0,0,0,0,False,11,0,0,0,0,False,34,14,0,38,0,False
2023-04-25,39,27,0,25,0,False,0,23,0,0,0,False,0,0,22,43,22,False,48,38,0,0,0,False,0,8,0,0,0,False,51,0,0,18,0,False,4,24,0,0,0,False,0,0,0,0,0,False,0,30,21,0,0,False,0,0,0,32,14,False
2023-04-26,0,0,0,0,0,False,48,0,0,17,49,False,0,0,0,73,0,False,51,77,0,0,0,False,13,8,0,0,0,False,0,0,33,0,0,False,0,20,0,3,3,False,0,0,0,0,16,False,0,0,38,0,0,False,16,0,0,0,0,False
2023-04-27,0,0,0,0,0,False,0,19,0,0,0,False,0,0,0,35,0,False,25,0,0,0,0,False,0,12,0,36,0,False,0,0,0,18,11,False,0,19,0,0,0,False,4,0,0,0,5,False,0,47,38,0,0,False,15,0,0,18,18,False
2023-04-28,0,23,0,0,0,False,19,0,0,0,0,False,0,0,0,39,0,False,44,0,0,0,0,False,0,13,0,10,0,False,0,17,0,34,0,False,0,16,0,0,0,False,0,4,0,0,12,False,34,0,0,0,0,False,59,0,0,0,0,False
2023-04-29,0,22,0,0,0,False,0,0,0,0,0,False,0,0,45,0,0,False,0,0,0,0,25,False,36,0,0,28,0,False,0,0,0,0,0,False,0,28,0,3,0,False,0,0,7,11,0,False,11,0,0,0,0,False,86,22,0,0,0,False
2023-04-30,0,0,0,42,0,False,16,0,0,0,0,False,0,0,0,38,0,False,0,0,0,0,25,False,25,10,0,0,0,False,0,20,16,0,14,False,0,20,0,0,0,False,0,0,0,0,0,False,0,0,0,0,11,False,12,29,0,13,0,False
2023-05-01,0,19,0,0,0,False,0,0,0,0,44,False,0,25,0,33,41,False,33,0,0,0,16,False,0,0,0,0,0,False,0,0,0,0,0,False,5,19,0,0,0,False,4,0,6,0,4,False,0,0,44,0,16,False,13,0,0,15,0,False
2023-05-02,43,13,0,0,16,False,0,15,0,0,0,False,0,0,0,41,0,False,47,0,0,18,0,False,0,0,0,16,14,False,0,0,0,0,0,False,0,17,0,0,5,False,0,0,0,0,0,False,0,0,24,0,0,False,17,16,0,31,0,False
2023-05-03,0,0,0,0,0,False,0,23,0,0,0,False,0,0,0,44,0,False,51,0,0,0,0,False,0,0,0,0,28,False,0,0,0,19,0,False,0,12,0,0,3,False,0,0,0,0,0,False,20,14,41,0,0,False,0,11,34,0,0,False
2023-05-04,0,16,0,0,0,False,0,11,0,30,0,False,0,0,0,0,25,False,33,0,0,0,0,False,0,0,12,10,0,False,0,0,10,0,0,False,0,8,0,0,0,False,0,13,8,0,0,False,0,0,10,0,0,False,0,0,0,0,10,False
2023-05-05,0,0,0,0,0,False,0,0,0,27,0,False,0,0,0,15,17,False,50,0,0,0,25,False,0,0,0,0,0,False,0,0,0,0,0,False,0,24,0,5,0,False,13,0,0,7,0,False,0,0,0,0,10,False,16,0,37,15,12,False
2023-05-06,0,0,0,0,0,False,0,0,0,22,0,False,0,0,0,25,31,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,15,0,0,5,False,0,0,0,0,0,False,0,0,0,0,13,False,27,0,11,13,0,False
2023-05-07,0,0,0,0,0,False,0,0,0,14,0,False,0,0,25,0,29,False,26,0,0,0,0,False,0,23,27,11,0,False,0,31,0,12,0,False,0,9,0,0,0,False,0,5,8,0,12,False,0,0,14,0,0,False,0,16,25,17,27,False
2023-05-08,0,0,18,0,0,False,15,24,0,0,0,False,0,44,0,0,0,False,18,0,0,24,0,False,0,0,0,0,11,False,21,0,0,0,0,False,0,17,0,0,0,False,9,0,0,0,0,False,0,23,0,0,0,False,0,10,43,15,0,False
2023-05-09,0,0,0,0,0,False,0,25,0,25,13,False,0,0,0,0,14,False,72,19,0,0,0,False,0,0,16,0,0,False,0,0,19,18,0,False,0,13,0,0,0,False,9,0,0,0,0,False,17,0,28,0,0,False,0,0,0,0,0,False
2023-05-10,0,0,0,0,0,False,0,13,18,18,0,False,0,0,24,14,18,False,30,23,0,0,0,False,11,0,0,0,0,False,0,0,32,0,0,False,0,17,0,0,0,False,0,0,0,0,4,False,10,0,15,0,24,False,0,0,0,23,0,False
2023-05-11,0,20,0,0,0,False,0,34,0,0,0,False,0,0,0,0,0,False,35,60,0,0,0,False,0,0,0,0,12,False,16,54,0,0,0,False,0,22,0,0,0,False,4,0,0,12,11,False,0,16,31,0,0,False,17,0,0,21,11,False
2023-05-12,37,0,26,18,0,False,0,24,0,16,0,False,0,27,0,0,0,False,41,0,0,0,0,False,0,0,0,0,0,False,0,12,0,26,0,False,0,16,0,6,3,False,0,0,4,0,0,False,0,21,13,0,0,False,0,0,18,13,0,False
2023-05-13,0,0,0,0,0,False,0,0,18,0,0,False,0,0,0,0,0,False,0,29,0,23,0,False,0,0,0,10,0,False,0,0,0,41,0,False,0,8,0,0,5,False,0,5,0,0,5,False,0,0,0,0,0,False,13,19,37,0,0,False
2023-05-14,0,0,0,0,49,False,0,0,0,0,0,False,0,58,0,0,0,False,44,0,0,0,0,False,0,11,0,0,11,False,0,22,0,0,0,False,10,10,0,0,0,False,6,0,0,0,0,False,17,0,0,0,0,False,0,0,0,0,65,False
2023-05-15,16,0,0,19,0,False,26,26,0,0,0,False,0,0,0,21,0,False,34,0,0,0,0,False,0,0,0,0,0,False,0,0,0,23,0,False,0,19,0,0,2,False,0,4,0,0,0,False,0,0,23,0,0,False,0,0,0,0,11,False
2023-05-16,0,0,0,0,16,False,0,11,0,21,0,False,0,0,0,29,18,False,35,0,0,0,0,False,0,17,0,0,0,False,0,16,10,17,0,False,0,9,0,0,0,False,0,0,0,0,0,False,21,0,29,0,0,False,0,13,0,13,0,False
2023-05-17,13,0,36,0,14,False,13,0,17,0,0,False,0,39,0,27,32,False,51,0,0,0,37,False,8,0,0,0,0,False,0,0,0,0,17,False,0,8,0,4,0,False,0,0,0,4,0,False,20,0,20,0,0,False,0,0,23,0,0,False
2023-05-18,0,0,21,0,0,False,0,16,0,26,0,False,0,0,0,58,27,False,0,28,0,0,0,False,0,0,0,0,0,False,0,0,53,0,22,False,0,19,0,0,0,False,6,0,0,7,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-05-19,0,36,0,0,0,False,0,0,17,25,0,False,0,31,0,21,0,False,22,34,0,0,0,False,0,0,0,14,0,False,0,0,0,0,0,False,0,10,0,2,0,False,13,0,0,7,0,False,13,12,27,0,0,False,19,0,0,21,0,False
2023-05-20,0,0,0,0,0,False,0,14,0,16,23,False,0,0,0,0,0,False,56,0,0,0,17,False,0,20,0,0,0,False,0,0,0,0,68,False,0,10,0,0,0,False,0,0,0,0,5,False,18,0,0,0,0,False,0,0,0,15,0,False
2023-05-21,16,0,17,28,0,False,0,0,0,12,31,False,0,0,0,23,0,False,17,24,0,19,0,False,0,0,0,0,0,False,0,0,0,12,0,False,0,7,0,0,0,False,0,0,0,0,4,False,0,0,0,0,0,False,17,0,0,0,0,False
2023-05-22,0,0,0,0,0,False,15,48,0,20,0,False,0,0,0,17,0,False,0,23,0,0,0,False,0,0,0,9,0,False,0,0,0,0,0,False,0,21,0,0,0,False,0,0,0,0,0,False,14,19,28,0,12,False,0,0,0,0,0,False
2023-05-23,0,0,34,0,0,False,0,0,15,16,0,False,0,0,24,25,26,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False,3,22,0,2,0,False,0,0,0,0,0,False,21,0,0,0,0,False,0,0,0,34,0,False
2023-05-24,0,20,0,0,0,False,0,20,0,0,0,False,0,0,14,29,0,False,38,0,0,0,0,False,0,0,23,0,0,False,0,0,0,0,29,False,5,18,0,0,3,False,0,0,0,0,0,False,0,0,0,0,18,False,11,0,0,0,0,False
2023-05-25,0,0,0,0,19,False,0,0,0,0,0,False,0,0,0,53,0,False,31,0,0,0,0,False,0,23,0,0,0,False,0,11,19,0,0,False,0,19,0,2,0,False,16,0,0,0,24,False,0,0,0,0,0,False,0,24,0,0,13,False
2023-05-26,0,0,0,0,20,False,0,0,20,0,21,False,0,20,0,0,0,False,0,17,0,0,31,False,0,0,0,0,0,False,45,0,14,0,0,False,0,0,0,0,0,False,5,0,0,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-05-27,0,0,0,0,0,False,0,0,15,0,0,False,0,0,0,0,21,False,52,0,0,0,0,False,0,0,0,0,0,False,0,0,29,11,0,False,0,10,0,0,0,False,0,0,0,0,0,False,0,0,21,0,0,False,0,0,0,0,17,False
2023-05-28,0,0,0,0,0,False,0,17,0,0,54,False,0,16,0,19,0,False,0,0,0,0,0,False,20,0,0,0,0,False,29,0,0,26,0,False,3,13,0,0,0,False,4,0,0,0,0,False,0,0,18,0,16,False,0,37,0,0,19,False
2023-05-29,0,37,0,0,0,False,0,0,0,23,0,False,0,0,0,61,27,False,0,0,0,0,21,False,0,0,9,0,0,False,0,0,26,0,0,False,0,19,0,0,0,False,0,0,0,0,4,False,0,0,0,0,0,False,14,0,0,39,16,False
2023-05-30,0,0,0,0,20,False,0,0,11,13,0,False,0,0,35,28,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,22,0,0,False,2,16,0,0,0,False,0,4,4,0,0,False,0,0,28,0,0,False,0,16,19,17,0,False
2023-05-31,0,21,12,0,0,False,0,27,12,0,31,False,0,0,46,32,0,False,0,0,0,26,18,False,12,0,11,12,0,False,0,11,0,0,0,False,0,24,0,0,5,False,0,0,0,0,0,False,23,0,13,0,0,False,0,13,14,0,0,False
2023-06-01,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,68,72,False,19,0,0,48,0,False,0,9,0,0,0,False,0,29,24,0,14,False,0,7,0,3,0,False,0,0,0,0,5,False,0,0,17,0,14,False,0,10,0,0,0,False
2023-06-02,0,0,0,0,0,False,0,16,33,0,0,False,0,0,0,0,0,False,28,34,0,54,25,False,0,0,0,13,0,False,22,0,0,19,14,False,0,14,0,0,0,False,0,0,0,0,0,False,19,0,0,0,0,False,0,11,0,0,0,False
2023-06-03,52,0,0,0,0,False,22,0,0,18,0,False,0,0,0,23,0,False,60,0,0,39,0,False,0,0,0,0,13,False,0,18,0,18,23,False,0,16,0,0,0,False,0,0,0,0,0,False,0,40,0,0,17,False,26,0,0,0,20,False
2023-06-04,0,0,0,0,37,False,26,13,0,0,0,False,0,0,0,0,45,False,0,0,0,0,41,False,0,0,22,0,0,False,0,0,0,25,0,False,0,23,0,0,0,False,0,0,9,0,0,False,0,0,0,0,0,False,0,0,0,15,0,False
2023-06-05,22,0,34,0,0,False,30,28,0,17,0,False,0,0,18,26,0,False,72,0,0,0,0,False,0,0,0,0,0,False,0,20,15,0,54,False,0,20,0,0,0,False,0,0,0,0,17,False,0,0,0,0,0,False,26,13,23,28,0,False
2023-06-06,0,24,13,0,0,False,16,18,0,24,0,False,0,0,20,31,0,False,25,0,0,0,0,False,0,0,0,0,12,False,0,0,19,0,0,False,0,14,0,0,0,False,0,0,0,0,0,False,17,0,11,0,0,False,11,0,0,0,37,False
2023-06-07,0,0,0,0,0,False,0,0,16,13,0,False,0,0,0,20,23,False,34,0,0,0,21,False,0,0,0,0,0,False,0,0,0,0,0,False,0,15,0,2,0,False,0,8,12,0,0,False,0,0,0,0,0,False,0,0,0,0,0,False
2023-06-08,0,0,0,29,27,False,27,17,0,32,0,False,0,0,0,14,27,False,15,0,0,0,0,False,0,0,38,0,11,False,0,18,13,21,0,False,0,24,0,0,0,False,0,0,0,4,0,False,0,0,28,0,0,False,0,0,0,0,0,False
2023-06-09,0,14,0,0,0,False,0,0,0,28,13,False,0,0,23,0,43,False,37,0,0,0,33,False,0,0,12,0,15,False,0,0,17,0,11,False,0,28,0,0,2,False,0,0,0,0,15,False,0,0,23,0,0,False,0,12,0,0,0,False
2023-06-10,0,0,27,0,0,False,0,26,0,0,0,False,0,0,0,21,27,False,63,0,0,0,35,False,0,0,0,21,0,False,0,0,0,14,14,False,0,46,0,3,0,False,0,13,0,0,0,False,0,0,0,0,0,False,0,0,14,0,0,False
2023-06-11,0,0,0,0,0,False,0,0,0,12,0,False,0,0,0,0,0,False,0,0,0,0,0,False,0,0,0,11,14,False,32,0,28,0,0,False,0,22,0,0,0,False,0,5,0,6,0,False,0,0,19,0,0,False,0,0,0,11,0,False
2023-06-12,0,0,0,39,37,False,0,0,0,28,0,False,0,0,0,0,0,False,79,0,0,20,17,False,11,0,0,0,0,False,0,0,0,0,0,False,3,24,0,0,0,False,0,4,0,4,0,False,0,0,0,0,14,False,0,0,25,0,0,False
